accelX,accelY,accelZ,gyroX,gyroY,gyroZ,fsr1,fsr2,fsr3,fsr4
0.04,1.09,-0.51,-80.32,8.67,0.55,0.06,0,0,0
0.13,0.69,-0.78,24.35,-61.89,6.1,0,0,0,0
0.04,1.02,-0.24,-17.64,15.26,-4.82,0.51,0,0,0.67
0.12,0.97,-0.22,-19.59,2.69,-1.16,0.15,0,0,0.59
0.11,0.87,-0.92,-84.23,-90.03,30.88,0,0,0,0
0.11,0.97,-0.15,-27.89,18.01,14.34,0.27,0,0,0.8
0.01,0.99,-0.54,-38.02,-16.97,13.73,0.99,0,0.29,0
0.01,0.93,-0.51,8.3,-272.22,13.98,0,0,0,0
-0.09,0.95,-0.25,-13.31,51.94,-7.93,0.34,0.23,0,0.76
0.1,1.09,-0.45,-68.97,18.86,-10.56,0.5,0.49,0.24,0
0.17,0.83,-0.67,-9.95,-61.16,15.69,0,0,0,0
0.1,1.03,-0.13,-2.81,1.65,3.6,0,0,0,0.83
0.1,0.97,-0.08,-0.92,6.16,1.53,0,0,0,0.89
0.06,0.99,0.02,-16.78,-3.54,11.47,0,0,0,0.66
0.02,1.03,-0.13,-8.3,16.42,7.45,0,0,0,0.99
0.01,1.02,-0.28,-17.58,-7.02,0,0.94,0.32,0.12,0
0.01,0.81,-0.75,-69.58,-59.88,12.82,0,0,0,0
0.17,0.76,-0.03,-17.7,62.56,-4.33,0,0,0,0.5
0.22,0.96,-0.3,-15.26,33.26,8.73,0.05,0.09,0,0.87
0.02,0.99,-0.51,-32.53,7.51,-3.36,0.37,0.22,0.05,0
0.14,1.14,-0.68,201.54,84.53,-13.73,0,0,0,0
0.16,0.99,-0.24,-20.26,-4.27,27.1,0.05,0,0,0.96
0.06,1.02,-0.35,-12.82,23.62,-2.87,0.74,0.27,0.12,0
0.08,0.96,-0.66,-56.88,-7.08,3.72,0,0,0,0
-0.09,1.07,0.25,7.32,-36.87,16.85,0,0,0,0.42
-0.04,1.07,-0.16,-6.96,-4.58,0.43,0,0,0,1.01
0.12,1.01,-0.46,-21.12,-4.46,2.08,0.72,0.19,0.07,0
-0.07,0.89,-0.2,42.66,33.45,9.4,0,0,0,0
0.02,0.95,-0.04,-15.93,20.39,17.52,0,0,0,0.68
0.03,0.94,-0.35,-16.78,6.77,-1.95,0.81,0.33,0.16,0
-0.33,0.91,-1.3,-35.46,-18.74,26,0,0,0,0
0.09,1.01,-0.04,-19.59,27.89,17.03,0,0,0,0.69
-0.03,1.02,-0.25,-14.71,-10.86,2.08,0.5,0.41,0,0.15
0.02,1.01,-0.48,-27.59,7.26,-4.33,0.07,0.3,0,0
0.26,0.93,-0.63,-15.38,-163.39,28.56,0,0.09,0,0
0.33,0.93,-0.21,11.17,-52.86,13.61,0,0,0,0
0.01,1.01,-0.26,-11.41,-57.86,3.6,0,0,0,0.94
0.08,1.04,-0.38,-9.64,40.89,-5.19,0.52,0.47,0.09,0
0.02,0.94,-0.52,-30.46,-7.32,4.52,0.16,0.09,0.1,0
0,1,-0.6,216.8,-146.48,41.38,0,0,0,0
0.09,1.03,-0.1,-20.2,-16.48,22.03,0,0,0,0.85
-0.04,1.04,-0.3,-18.98,-5.13,2.01,1.05,0.2,0.23,0
0.12,0.93,-0.66,-49.44,8.79,15.2,0,0,0,0
0.34,1.3,0.28,28.5,-7.63,15.69,0,0,0,0.25
0.1,1.02,-0.27,-17.94,-4.33,2.32,0.55,0.32,0,0.37
0.05,0.93,-0.53,-28.32,2.38,-7.57,0.23,0.05,0,0
0.36,1.08,-0.7,151.43,52.12,-5.92,0,0,0,0
0.07,1.02,-0.23,-15.32,-19.17,21.55,0,0,0,1
0.02,1.01,-0.37,-23.5,2.5,1.71,0.88,0.31,0.17,0
0.07,0.86,-0.39,93.02,67.87,-10.62,0,0,0,0
0.08,1,-0.05,-34.67,-45.9,24.96,0,0,0,0.69
-0.03,1,-0.24,-13.55,-8.97,1.59,0.8,0.2,0.08,0.31
0.06,0.94,-0.57,-53.59,6.04,6.59,0,0,0,0
0.49,1.28,-0.71,181.27,66.96,-25.7,0,0,0,0
0.07,1.08,-0.1,-13.18,23.19,12.94,0,0,0,0.82
0.05,1,-0.43,-36.68,-2.08,-13.61,0.7,0.21,0.26,0
-0.13,1.29,-0.7,223.88,115.54,-2.62,0,0,0,0
0.25,1.03,-0.22,-28.38,14.04,13,0.08,0,0,0.74
0.11,1.03,-0.38,-41.26,5.37,-22.16,0.98,0.27,0.29,0
0.1,0.98,-0.78,103.39,65,-33.14,0,0,0,0
0.09,1.07,0.1,-8.18,16.78,8.36,0,0,0,0.4
-0.61,1.42,0.32,-22.52,-0.31,18.68,0.1,0,0,0.93
